,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipprob,precipcover,preciptype,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,daytime,pressure,daily_score
543,22.6,15.1,18.7,22.6,15.1,18.7,9.9,59.5,100,8.33,1,27.0,11.5,12.5,60.9,17.3,162.0,13.9,5,0.27,12.021666666666667,1009.5,74.75782245481027
544,27.1,12.0,19.6,26.7,12.0,19.5,9.4,56.9,0,0.0,0,27.0,10.7,332.4,5.2,17.5,236.2,20.4,8,0.31,11.978055555555555,1008.0,82.21974886035922
545,28.1,14.9,21.8,27.0,14.9,21.7,8.9,45.8,0,0.0,0,27.0,10.6,289.4,12.7,17.6,229.6,19.9,8,0.34,11.934444444444445,1010.8,81.78597817229713
546,29.3,14.3,22.1,27.7,14.3,21.8,7.0,41.2,0,0.0,0,31.7,13.0,281.3,0.0,17.3,232.5,20.2,8,0.38,11.891111111111112,1016.0,73.57593115120095
547,29.6,15.3,22.9,28.0,15.3,22.5,6.5,36.5,100,4.17,1,27.0,15.6,192.1,39.7,17.5,180.5,15.7,7,0.41,11.847777777777777,1011.4,61.887002473308655
548,22.3,14.9,18.8,22.3,14.9,18.8,6.6,47.2,0,0.0,0,27.0,11.3,243.1,20.5,17.5,236.9,20.5,8,0.45,11.804444444444444,1005.9,76.13620614829415
549,22.7,12.2,17.1,22.7,12.2,17.1,4.8,45.4,0,0.0,0,27.0,10.0,251.3,40.7,17.5,221.7,19.4,7,0.48,11.761111111111111,1006.7,74.40642888005382
550,21.7,11.1,16.5,21.7,11.1,16.5,3.1,44.3,0,0.0,0,27.0,8.6,225.3,15.2,17.5,232.8,20.1,8,0.5,11.717777777777778,1013.3,66.94672888297268
551,24.6,8.5,16.7,24.6,8.5,16.7,-0.1,35.2,0,0.0,0,27.0,6.9,25.1,1.1,17.6,226.4,19.6,8,0.55,11.674444444444445,1017.2,58.617308471692304
552,26.1,8.7,17.4,26.1,8.7,17.4,-1.2,31.7,0,0.0,0,27.0,9.1,304.7,9.4,17.5,227.6,19.6,8,0.58,11.631388888888889,1017.6,59.47968647498726
553,29.0,8.9,18.6,27.4,8.9,18.3,-0.6,30.6,0,0.0,0,27.0,6.6,347.2,4.2,17.5,217.2,18.7,8,0.62,11.588055555555556,1018.4,60.12032366897573
554,30.7,11.8,21.2,28.7,11.8,20.7,2.3,31.7,0,0.0,0,27.0,8.6,310.2,9.0,17.6,209.1,18.1,7,0.65,11.545,1015.6,64.9220235483486
555,30.6,13.1,22.0,28.6,13.1,21.5,3.1,31.8,0,0.0,0,27.0,9.8,0.9,14.7,17.5,202.5,17.5,7,0.68,11.501944444444444,1013.5,68.03544262368817
556,30.2,15.8,23.0,28.3,15.8,22.6,6.7,38.3,100,8.33,1,44.6,19.2,147.0,63.3,16.9,183.4,15.7,7,0.72,11.45888888888889,1012.2,63.45780470287518
557,23.0,16.9,19.8,23.0,16.9,19.8,8.1,47.2,100,4.17,1,27.0,9.9,231.8,67.3,17.3,191.1,16.5,7,0.75,11.41611111111111,1011.3,70.93692656105773
558,21.4,14.3,17.4,21.4,14.3,17.4,9.6,61.1,100,8.33,1,27.0,10.6,249.4,53.3,17.2,197.1,17.0,7,0.75,11.373333333333333,1014.2,71.44123176419298
559,24.1,11.4,17.2,24.1,11.4,17.2,7.6,55.5,0,0.0,0,27.0,6.9,279.7,25.8,17.5,206.0,17.8,7,0.82,11.330555555555556,1015.0,79.68775398784545
560,27.1,10.8,18.7,26.6,10.8,18.6,5.2,45.8,0,0.0,0,27.0,8.4,53.4,3.8,17.5,205.6,17.8,7,0.85,11.288055555555555,1013.7,72.53515624813089
561,26.7,11.6,19.0,26.6,11.6,18.9,2.9,36.6,0,0.0,0,27.0,12.1,249.1,16.5,17.5,200.8,17.3,7,0.88,11.245555555555555,1010.9,68.57153336047962
562,26.1,11.4,18.8,26.1,11.4,18.8,4.7,40.6,0,0.0,0,27.0,13.0,276.1,10.5,17.5,197.9,17.0,7,0.92,11.203055555555556,1013.8,69.19525932419194
563,24.5,11.5,18.0,24.5,11.5,18.0,6.9,50.9,0,0.0,0,27.0,4.3,332.7,15.8,17.5,197.3,16.8,7,0.95,11.160833333333333,1017.0,76.52099585006647
564,25.3,9.6,17.3,25.3,9.6,17.3,3.5,42.9,0,0.0,0,27.0,8.6,8.2,1.1,17.2,200.8,17.2,7,0.0,11.11888888888889,1015.6,65.88961119434153
565,27.8,8.2,17.4,26.6,8.2,17.3,0.0,35.2,0,0.0,0,27.0,7.8,18.3,14.8,17.5,194.4,16.9,7,0.02,11.076666666666666,1014.5,63.853063261485055
566,23.4,13.7,16.9,23.4,13.7,16.9,5.6,50.4,100,8.33,1,27.0,11.0,311.2,73.7,17.5,94.0,8.2,3,0.05,11.035,1014.4,68.02402635899197
567,17.7,13.1,15.1,17.7,13.1,15.1,10.3,73.7,100,8.33,1,27.0,13.2,310.3,79.5,17.5,101.5,8.8,5,0.09,10.993055555555555,1018.3,72.16083540319622
568,16.8,12.7,14.4,16.8,12.7,14.4,9.2,71.3,100,16.67,1,27.0,16.4,27.6,65.0,17.2,149.5,12.7,6,0.12,10.951666666666666,1019.7,68.93069567967665
569,19.3,11.7,14.9,19.3,11.7,14.9,7.8,63.6,100,4.17,1,27.0,19.1,32.2,45.0,17.5,165.7,14.2,6,0.15,10.910277777777777,1021.6,63.142554737924485
570,24.8,9.0,15.9,24.8,8.3,15.7,6.6,58.1,0,0.0,0,27.0,9.9,23.8,0.7,17.2,178.7,15.6,7,0.19,10.869166666666667,1021.1,73.45281549997526
571,26.0,9.7,17.4,26.0,9.7,17.4,3.3,43.3,0,0.0,0,27.0,14.2,43.4,11.6,17.5,181.4,15.7,7,0.25,10.828333333333333,1019.1,67.69887598191879
572,27.0,10.1,17.4,26.5,10.1,17.4,0.7,35.3,0,0.0,0,27.0,6.1,18.1,23.0,17.5,174.7,15.1,6,0.26,10.7875,1016.7,66.82219211995903
573,26.9,8.4,16.9,26.0,8.4,16.7,-1.3,33.6,0,0.0,0,27.0,7.7,38.8,0.1,17.5,177.6,15.5,7,0.29,10.746944444444445,1015.1,59.14127238789372
574,25.7,10.1,17.3,25.7,10.1,17.3,-0.8,31.7,0,0.0,0,27.0,14.8,73.8,21.5,17.5,170.7,14.7,6,0.32,10.706666666666667,1013.2,61.402498094418284
575,25.6,9.4,16.6,25.6,9.4,16.6,1.7,39.1,0,0.0,0,27.0,8.7,26.0,29.1,17.3,137.0,12.0,5,0.36,10.666666666666666,1013.6,67.29613290122604
576,23.4,11.4,17.0,23.4,11.4,17.0,3.4,41.4,0,0.0,0,7.6,8.5,352.3,23.8,16.6,156.4,13.6,6,0.39,10.626944444444444,1012.6,71.99608117658484
577,21.4,10.3,14.8,21.4,10.3,14.8,5.6,56.4,100,4.17,1,31.7,13.8,170.7,51.8,17.0,133.2,11.5,5,0.42,10.5875,1014.5,59.779162099092204
578,15.8,10.5,12.9,15.8,10.5,12.9,10.9,87.7,100,16.67,1,11.2,6.1,339.3,78.7,17.1,158.4,13.6,6,0.46,10.548333333333334,1015.6,59.84069623950847
579,13.1,7.9,10.6,13.1,7.9,10.5,5.6,72.7,100,4.17,1,27.0,15.9,221.6,48.7,17.6,147.6,12.7,6,0.5,10.509444444444444,1016.7,53.183261217093715
580,11.3,4.5,7.5,11.3,4.5,7.4,2.7,73.2,100,4.17,1,27.0,14.6,239.4,34.6,16.9,156.8,13.6,6,0.53,10.470833333333333,1018.7,42.586551688993666
581,13.6,0.5,6.6,13.6,-0.9,6.4,-0.8,63.0,0,0.0,0,27.0,6.9,3.8,0.3,17.5,170.8,14.7,6,0.56,10.432777777777778,1023.2,49.35023850275108
582,14.1,0.9,7.8,14.1,0.9,7.8,0.3,61.5,0,0.0,0,27.0,7.7,23.0,38.8,17.5,119.3,10.3,5,0.59,10.394722222222223,1020.5,56.81311231615862
583,12.6,7.9,9.5,12.6,7.6,9.2,3.3,66.2,100,8.33,1,27.0,14.4,28.5,90.0,14.6,145.1,12.4,6,0.63,10.357222222222223,1015.7,58.665531531695315
584,17.1,8.5,11.8,17.1,8.1,11.7,6.3,69.8,100,4.17,1,27.0,16.5,6.1,65.9,17.3,114.6,9.7,5,0.66,10.32,1016.8,62.99073262858305
585,17.1,7.5,11.3,17.1,7.5,11.3,4.5,65.5,0,0.0,0,27.0,16.1,17.2,42.4,17.2,148.6,12.9,6,0.7,10.283333333333333,1020.7,71.6475771957971
586,14.3,7.0,9.8,14.3,6.9,9.7,1.1,56.8,0,0.0,0,27.0,14.3,37.2,42.9,17.1,139.3,12.2,6,0.73,10.246944444444445,1025.6,61.68222026467122
587,15.9,3.7,9.3,15.9,1.1,8.6,1.4,59.7,0,0.0,0,27.0,21.8,35.2,0.4,17.5,150.7,13.2,6,0.75,10.21111111111111,1026.2,52.53551846416572
588,18.1,2.9,9.5,18.1,2.9,9.2,2.4,64.3,0,0.0,0,27.0,8.1,26.4,0.3,17.5,149.0,12.9,6,0.8,10.175277777777778,1023.1,59.24842421670185
589,18.4,2.3,9.7,18.4,2.3,9.6,1.9,61.5,0,0.0,0,27.0,10.0,45.4,0.0,17.0,151.0,13.0,6,0.83,10.140277777777778,1022.3,56.88909442641873
590,14.1,4.7,9.0,14.1,4.3,8.8,2.2,64.8,0,0.0,0,27.0,14.4,54.6,16.1,16.8,138.7,11.9,6,0.87,10.105833333333333,1024.5,59.23658161846923
591,12.8,1.5,6.7,12.8,-0.3,6.1,0.8,68.0,0,0.0,0,22.3,9.3,30.1,7.0,14.9,134.7,11.5,6,0.9,10.071944444444444,1026.7,55.1209471399048
592,14.3,-0.6,6.2,14.3,-2.6,5.9,-0.3,66.0,0,0.0,0,27.0,5.9,31.8,3.0,17.2,150.0,12.9,6,0.94,10.038333333333334,1026.1,51.07357339755283
593,13.2,1.0,6.7,13.2,-0.4,6.1,0.3,65.9,0,0.0,0,27.0,8.3,20.2,49.5,14.9,111.1,9.6,4,0.97,10.005,1021.9,60.12321326294448
594,13.6,3.0,8.0,13.6,3.0,7.9,0.3,60.1,0,0.0,0,27.0,9.8,22.0,36.6,16.8,122.9,10.4,5,0.0,9.972777777777777,1020.9,57.09927685985014
595,13.6,1.2,7.3,13.6,-0.3,7.2,-0.2,61.3,0,0.0,0,27.0,6.0,345.4,31.1,14.3,116.3,10.0,6,0.04,9.940833333333334,1021.5,55.49081516790407
596,13.6,0.3,6.4,13.6,0.3,6.4,-0.5,63.9,0,0.0,0,27.0,4.4,12.1,1.5,15.1,140.6,12.1,6,0.07,9.909444444444444,1024.8,50.50588660867693
597,13.4,0.9,6.7,13.4,0.9,6.4,0.3,64.9,0,0.0,0,18.4,10.4,29.8,27.3,11.5,137.2,11.9,5,0.1,9.87888888888889,1025.3,57.39022581322765
598,9.4,4.2,6.6,7.5,0.5,4.1,-1.2,58.6,0,0.0,0,27.0,18.9,40.7,39.4,17.6,111.7,9.8,5,0.14,9.848888888888888,1021.4,51.0583201310294
599,6.3,1.0,3.7,6.1,-2.0,1.3,-2.9,62.1,0,0.0,0,27.0,16.2,28.2,63.0,15.3,61.4,5.3,2,0.17,9.819444444444445,1015.9,49.43323143116483
600,10.3,-2.0,3.5,10.3,-5.2,1.7,-4.6,57.5,0,0.0,0,27.0,12.5,25.9,5.2,16.9,134.9,11.6,6,0.2,9.790555555555555,1022.8,36.928205623870454
601,9.6,-3.0,2.7,9.6,-3.0,2.1,-4.4,61.5,0,0.0,0,20.5,14.1,17.8,19.8,12.1,134.4,11.7,5,0.25,9.7625,1029.2,41.3572899924542
602,9.5,-3.4,2.5,9.5,-5.2,2.3,-4.7,61.0,0,0.0,0,27.0,5.9,40.9,0.3,16.9,130.7,11.4,5,0.27,9.735277777777778,1029.8,36.458338696395465
603,10.3,-3.9,2.9,10.3,-5.4,2.7,-5.8,56.3,0,0.0,0,5.4,5.9,21.9,8.6,11.0,136.1,11.7,5,0.3,9.70861111111111,1023.8,39.93267279547049
604,9.0,-0.3,4.1,6.2,-2.7,2.4,-2.5,63.1,0,0.0,0,27.0,22.5,36.4,32.9,17.0,99.4,8.6,5,0.33,9.682777777777778,1022.0,44.976056419573446
605,10.6,-1.7,3.8,10.6,-4.3,2.8,-5.5,54.6,0,0.0,0,27.0,14.5,40.3,0.0,14.3,127.6,11.1,5,0.37,9.658055555555556,1023.4,35.01268904495065
606,10.7,-1.6,3.4,10.7,-4.9,2.9,-3.7,61.4,0,0.0,0,27.0,10.5,27.3,0.0,14.7,126.4,11.0,5,0.4,9.633611111111112,1025.6,40.039256179563466
607,10.2,-4.6,1.9,10.2,-7.3,1.5,-5.8,59.3,0,0.0,0,27.0,6.0,26.1,0.0,9.9,130.9,11.4,5,0.43,9.610277777777778,1025.4,35.158021410460606
608,11.5,-4.3,2.3,11.5,-7.5,2.1,-7.0,53.2,0,0.0,0,27.0,9.1,30.9,22.3,12.9,129.3,11.2,5,0.47,9.587777777777777,1024.7,35.58051794500533
609,11.8,-2.2,3.4,11.8,-4.5,3.0,-5.9,52.7,0,0.0,0,11.2,8.6,33.0,44.0,13.1,100.2,8.7,4,0.5,9.565833333333334,1020.0,45.211913605973045
610,7.7,0.1,3.7,7.7,-1.0,3.1,-2.9,63.4,100,4.17,1,16.6,9.7,38.4,77.6,11.5,77.0,6.7,3,0.53,9.545,1018.5,39.512544780572256
611,12.7,4.2,6.9,12.7,2.9,6.8,1.7,70.8,100,8.33,1,14.8,5.9,30.6,60.4,9.8,103.3,9.0,4,0.57,9.524722222222222,1020.4,53.509880076347706
612,13.7,0.0,6.4,13.7,-0.5,6.0,0.7,68.9,0,0.0,0,18.4,9.2,42.2,20.6,15.7,111.0,9.5,5,0.6,9.505833333333333,1022.3,57.428927424251576
613,14.5,3.8,8.0,14.5,2.5,7.2,0.4,60.3,0,0.0,0,14.8,9.7,35.4,26.7,14.3,114.6,9.9,5,0.64,9.4875,1019.9,59.57452200163357
614,14.9,1.4,7.0,14.9,1.4,6.7,-0.8,60.1,0,0.0,0,18.4,7.2,27.7,3.5,12.3,119.2,10.2,5,0.67,9.470277777777778,1019.5,52.49444833349525
615,12.2,-1.4,4.5,12.2,-1.4,4.5,-1.5,67.0,0,0.0,0,9.4,6.0,37.3,2.6,8.9,119.4,10.2,5,0.71,9.453888888888889,1019.6,51.63898640756818
616,11.3,-2.2,4.2,11.3,-2.2,4.1,-1.9,67.0,0,0.0,0,9.4,7.3,16.0,20.2,12.9,115.3,9.9,5,0.74,9.438611111111111,1017.4,51.841021133415644
617,11.0,3.8,6.9,11.0,3.1,6.5,3.2,78.2,100,8.33,1,16.6,7.9,16.5,76.1,13.1,28.0,2.3,1,0.75,9.424444444444445,1015.7,48.052763440391985
618,11.4,-2.6,4.3,11.4,-2.6,3.9,0.9,80.7,0,0.0,0,14.8,10.6,33.0,23.5,13.4,102.3,8.9,5,0.81,9.410833333333333,1022.6,45.3560143412669
619,10.3,2.8,5.8,10.3,0.1,4.4,2.5,80.2,0,0.0,0,20.5,11.3,46.6,58.6,6.8,108.5,9.4,5,0.85,9.398888888888889,1021.6,57.83702335934556
620,11.1,3.7,6.7,11.1,1.7,6.2,3.1,78.8,100,12.5,1,22.3,11.5,35.8,63.2,16.0,44.4,3.9,2,0.88,9.387222222222222,1014.9,43.13505346873284
621,11.9,3.4,7.4,11.9,1.6,6.7,4.1,79.8,100,8.33,1,16.6,7.6,52.8,84.1,16.7,64.5,5.6,3,0.92,9.377222222222223,1012.2,48.62452408305986
622,11.6,9.9,10.6,11.6,9.9,10.6,5.6,71.0,100,8.33,1,18.4,11.3,137.3,89.4,14.5,46.5,4.0,2,0.95,9.367777777777778,1010.6,64.63600111583594
623,11.6,7.9,9.1,11.6,5.5,7.6,5.8,80.2,100,8.33,1,25.9,19.2,33.1,88.0,12.7,33.6,2.6,2,0.0,9.36,1009.1,52.21984216567866
624,11.1,7.1,8.9,11.1,5.1,8.2,6.4,84.3,100,8.33,1,20.5,11.5,33.1,82.1,17.5,47.6,4.1,2,0.02,9.352777777777778,1011.7,48.381608708113674
625,11.8,7.5,9.7,11.8,7.4,9.4,5.6,76.1,100,4.17,1,18.4,10.7,15.2,79.2,16.3,56.2,4.7,3,0.05,9.346666666666666,1019.3,56.003410189802125
626,9.5,2.7,5.9,9.5,2.7,5.9,2.4,78.9,0,0.0,0,13.0,4.6,328.9,46.3,13.8,92.9,8.1,4,0.09,9.341666666666667,1025.0,57.16218474166147
627,7.0,2.3,4.9,7.0,2.3,4.7,-0.4,70.0,0,0.0,0,13.0,7.6,242.6,84.3,9.9,113.7,9.9,5,0.12,9.337777777777777,1026.2,66.30211257597809
628,9.1,0.8,5.1,9.1,0.8,5.1,-1.3,64.1,0,0.0,0,11.2,4.7,208.4,52.4,14.4,109.9,9.5,5,0.15,9.335,1027.2,57.331581266779985
629,8.4,-2.0,2.3,8.4,-2.8,2.2,-2.3,73.3,0,0.0,0,11.2,5.9,21.2,6.0,14.2,114.9,9.8,5,0.18,9.333333333333334,1027.8,44.6947710263537
630,6.3,-2.6,1.7,6.3,-2.6,1.6,-2.1,76.5,0,0.0,0,9.4,7.4,12.5,49.3,10.4,79.4,6.9,4,0.22,9.333055555555555,1026.6,47.57673836183611
631,5.2,0.6,3.3,5.2,-1.0,2.9,-3.0,65.2,0,0.0,0,18.4,12.5,351.6,80.6,12.4,90.8,7.9,4,0.25,9.33361111111111,1024.1,55.30199678168419
632,3.5,-1.5,0.5,3.3,-1.5,0.2,-7.1,57.5,0,0.0,0,14.7,5.4,73.0,48.2,17.9,112.9,9.8,5,0.28,9.335277777777778,1024.7,38.96517989026341
633,2.5,-3.6,-0.3,2.5,-3.6,-0.3,-3.5,79.1,100,8.33,2,16.6,5.4,262.3,79.4,7.8,111.1,9.5,5,0.31,9.337777777777777,1025.5,27.130587254110612
634,11.5,1.0,5.2,11.5,0.6,5.1,0.4,72.8,0,0.0,0,22.3,5.3,25.0,53.8,10.6,113.4,9.7,5,0.35,9.341666666666667,1022.4,60.692226422822344
635,12.3,0.2,5.3,12.3,0.2,5.3,0.8,74.6,0,0.0,0,22.3,3.8,11.0,42.4,7.9,64.7,5.6,3,0.38,9.346666666666666,1023.1,58.20329123748212
636,12.2,2.6,6.5,12.2,0.6,5.7,1.6,72.3,0,0.0,0,14.8,10.5,31.1,40.5,18.0,98.5,8.5,5,0.41,9.3525,1023.7,61.46147423361642
637,11.0,2.4,6.0,11.0,0.6,5.3,0.5,69.3,0,0.0,0,14.8,8.9,30.3,78.8,17.2,75.8,6.5,3,0.44,9.359722222222222,1020.6,67.75538886068465
638,12.4,1.7,6.3,12.4,1.7,6.3,2.9,80.0,100,8.33,1,13.0,7.2,36.5,34.9,15.0,97.2,8.5,4,0.48,9.368055555555555,1022.2,38.629702767531505
639,13.1,2.3,6.9,13.1,0.7,6.6,2.0,72.9,0,0.0,0,14.8,7.9,18.4,22.6,12.0,116.2,10.0,5,0.5,9.376944444444444,1022.6,60.34012229217189
640,12.2,3.1,7.9,12.2,1.5,7.5,2.0,67.3,0,0.0,0,14.8,7.9,23.4,56.8,15.4,115.2,9.9,5,0.54,9.387222222222222,1019.1,66.80509140811128
641,13.0,2.1,7.4,13.0,2.1,7.4,1.1,66.2,0,0.0,0,13.0,8.2,53.7,40.7,10.2,101.9,8.8,5,0.58,9.39861111111111,1019.3,63.60100540070323
642,13.4,1.8,6.8,13.4,0.5,6.4,0.6,66.7,0,0.0,0,14.8,8.4,38.3,19.1,12.7,107.5,9.2,5,0.61,9.411111111111111,1024.6,58.91346816829211
643,11.9,0.3,5.6,11.9,-0.7,5.3,-0.1,68.4,0,0.0,0,16.6,7.8,29.3,39.2,11.0,56.5,4.8,2,0.65,9.424444444444445,1025.2,59.54671558098357
644,12.4,0.0,5.3,12.4,-2.6,5.1,-0.5,68.6,0,0.0,0,11.2,8.1,41.0,24.4,16.7,109.5,9.5,5,0.69,9.438611111111111,1022.5,56.871756862606176
645,7.8,0.7,4.3,6.7,-1.4,3.4,1.7,83.5,100,8.33,1,14.8,13.3,33.1,60.9,10.5,46.6,4.1,2,0.72,9.454166666666667,1020.3,33.11910495795764
646,7.4,2.0,4.5,5.8,0.4,3.1,3.3,92.1,100,4.17,1,16.6,12.3,36.2,69.8,7.8,57.3,5.0,3,0.75,9.470555555555556,1025.8,30.291045129629744
647,8.6,4.2,5.5,8.6,1.6,4.7,3.2,85.4,0,0.0,0,14.8,10.5,49.1,85.0,10.7,108.2,9.3,5,0.79,9.488055555555556,1024.0,58.92658976713379
648,12.8,3.7,6.9,12.8,1.5,6.0,3.9,82.2,0,0.0,0,16.6,10.5,42.7,62.8,10.4,77.9,6.7,4,0.83,9.50611111111111,1020.7,61.572936768181236
649,14.3,3.2,8.4,14.3,3.2,8.3,4.5,77.8,0,0.0,0,9.4,6.3,48.4,62.3,11.9,107.9,9.4,5,0.86,9.525277777777777,1018.7,68.4828086145213
650,14.1,9.2,11.4,14.1,9.2,11.4,7.7,78.2,100,12.5,1,14.8,13.3,204.8,85.0,14.7,60.5,5.3,3,0.9,9.545555555555556,1018.2,61.477343315247964
651,14.6,6.8,10.7,14.6,6.8,10.7,7.7,81.8,100,4.17,1,13.0,6.0,221.1,76.2,9.0,93.1,8.1,5,0.93,9.56638888888889,1018.9,57.302827438271336
652,18.2,8.4,13.2,18.2,8.4,13.2,6.1,64.8,0,0.0,0,37.1,14.8,200.2,71.0,16.0,97.8,8.4,4,0.97,9.588333333333333,1014.5,78.43565976191354
653,13.5,0.7,6.5,13.5,0.7,6.3,1.6,74.8,100,8.33,2,38.9,19.4,182.9,89.5,14.0,30.2,2.8,1,0.0,9.61111111111111,1004.2,45.32195502875
654,5.1,0.5,2.9,3.6,-2.2,1.8,0.4,83.9,100,12.5,1,18.4,13.7,227.4,82.8,14.5,54.4,4.8,3,0.04,9.635,1006.0,31.308182206627688
655,0.7,-3.9,-0.6,0.4,-3.9,-1.6,-3.0,84.0,100,12.5,2,22.3,14.1,221.3,76.5,12.1,55.0,4.9,2,0.07,9.659444444444444,1012.2,18.01074446639647
656,1.2,-6.2,-2.1,-1.2,-9.4,-5.3,-5.2,80.1,0,0.0,0,22.3,14.7,30.5,79.8,16.7,95.5,8.2,4,0.1,9.684722222222222,1012.6,33.9428760910143
657,1.3,-1.6,-0.3,1.3,-4.1,-2.1,-2.4,85.7,100,16.67,2,22.3,9.9,232.3,95.0,10.0,89.8,7.7,4,0.13,9.710555555555555,1005.6,24.260983591183038
658,-2.2,-9.2,-4.9,-4.3,-13.2,-7.2,-8.6,76.1,100,12.5,3,20.5,12.6,239.0,66.3,12.6,82.5,7.3,4,0.17,9.7375,1018.2,9.855504989920652
659,-3.7,-13.5,-8.8,-6.4,-19.0,-10.9,-13.5,70.0,0,0.0,0,16.6,10.8,27.0,3.5,10.7,139.3,12.0,6,0.2,9.765277777777778,1025.6,11.991909711074108
660,-2.3,-12.4,-7.0,-3.5,-12.4,-7.9,-11.9,69.1,0,0.0,0,16.6,11.6,248.7,14.2,14.3,138.8,11.9,6,0.23,9.793611111111112,1030.0,16.61819702542643
661,1.6,-4.9,-2.0,1.6,-4.9,-2.0,-7.7,65.7,0,0.0,0,9.4,5.1,18.6,83.0,14.9,137.3,11.9,6,0.25,9.8225,1033.5,44.385963434841585
662,4.7,-6.6,-1.3,4.0,-6.6,-1.8,-6.3,69.7,0,0.0,0,13.0,6.5,32.2,36.5,14.4,138.4,11.9,6,0.29,9.852222222222222,1032.2,40.042429995889755
663,7.1,-3.8,0.6,7.1,-7.5,-0.6,-4.3,71.2,0,0.0,0,16.6,9.7,24.1,9.6,13.4,139.6,12.1,6,0.33,9.8825,1026.5,40.712673685459606
664,7.1,-2.0,2.3,7.1,-5.4,0.9,-1.9,74.5,0,0.0,0,14.8,10.7,23.4,54.4,17.0,130.5,11.3,5,0.36,9.913611111111111,1020.3,49.21054321399985
665,7.7,0.9,4.7,7.2,0.3,3.8,0.4,74.9,100,4.17,1,29.5,13.7,189.1,84.0,11.1,69.7,6.0,3,0.39,9.945277777777777,1016.6,40.859806125900896
666,10.9,5.3,8.1,10.9,5.1,7.7,3.2,71.8,100,8.33,1,27.7,15.9,198.3,83.6,15.5,87.5,7.4,4,0.42,9.9775,1014.9,52.802640109899414
667,11.6,3.1,8.1,11.6,0.0,6.2,1.9,65.7,100,16.67,1,63.0,20.8,165.1,93.2,11.4,107.7,9.4,5,0.45,10.010277777777778,1004.1,44.929586064108875
668,2.6,-1.0,0.5,0.8,-2.9,-0.9,-2.7,79.9,100,12.5,2,37.1,9.5,220.9,79.5,12.8,107.5,9.3,5,0.5,10.043888888888889,1008.5,25.238708501262987
669,1.0,-2.6,-0.9,-0.7,-3.9,-2.0,-5.5,72.0,0,0.0,0,20.5,10.2,211.7,50.0,15.7,151.5,13.0,6,0.52,10.077777777777778,1014.8,40.43901492550171
670,4.7,-1.0,1.3,4.7,-2.0,0.7,-3.4,71.7,100,8.33,1,20.5,10.5,25.4,76.4,14.8,87.5,7.5,5,0.56,10.112222222222222,1010.6,35.24361971048558
671,6.8,1.8,3.7,6.8,-0.2,3.1,1.3,85.1,100,4.17,1,14.8,8.7,302.6,69.6,14.4,111.5,9.7,5,0.59,10.147222222222222,1013.2,33.40782750286728
672,13.1,0.5,6.2,13.1,-0.9,5.7,1.8,75.2,0,0.0,0,20.5,11.7,71.5,43.4,14.9,108.8,9.4,4,0.63,10.182777777777778,1018.1,57.78311585219093
673,14.9,5.4,9.4,14.9,3.2,9.1,2.6,63.3,0,0.0,0,16.6,14.8,69.7,49.4,14.9,146.5,12.5,6,0.66,10.21861111111111,1019.0,67.74837804253096
674,15.6,3.1,8.6,15.6,1.3,8.0,2.2,66.4,0,0.0,0,18.4,10.8,25.8,42.2,15.1,136.4,11.8,6,0.7,10.255277777777778,1018.4,66.4074169594619
675,14.9,1.9,8.0,14.9,0.8,7.8,2.5,70.7,0,0.0,0,16.6,9.5,308.4,11.5,11.4,152.3,13.3,6,0.75,10.291944444444445,1017.2,61.87748102432979
676,13.0,4.6,8.2,13.0,4.6,8.2,1.8,65.9,0,0.0,0,16.6,10.5,217.3,22.7,17.5,158.3,13.5,6,0.77,10.329166666666667,1019.6,61.61097519370421
677,15.0,0.4,7.3,15.0,0.4,7.3,0.9,66.4,0,0.0,0,20.5,11.0,239.8,11.6,17.1,153.9,13.3,6,0.81,10.366944444444444,1019.6,55.87044149684699
678,16.1,1.2,8.0,16.1,1.2,8.0,0.4,62.4,0,0.0,0,18.4,10.2,269.5,33.5,14.7,157.6,13.6,6,0.84,10.405,1017.8,60.25963999458343
679,15.8,4.4,10.2,15.8,4.4,10.2,-0.3,51.8,0,0.0,0,25.9,10.4,245.2,65.3,15.8,57.4,4.8,2,0.88,10.44361111111111,1015.7,62.22735874651238
680,16.3,8.0,12.4,16.3,7.6,12.3,1.3,47.7,100,4.17,1,25.9,33.6,214.7,54.5,16.6,157.1,13.6,6,0.91,10.482222222222223,1014.6,42.810187314017284
681,12.8,2.2,7.8,12.8,2.2,7.6,2.1,68.2,0,0.0,0,9.4,25.2,243.0,52.5,14.1,90.6,7.9,5,0.95,10.52138888888889,1014.7,64.55987689439696
682,17.0,-3.2,6.2,17.0,-4.1,5.8,-0.6,67.3,0,0.0,0,5.4,23.0,210.0,61.4,9.5,171.8,14.8,6,0.0,10.560833333333333,1018.2,63.73098975890386
683,11.0,0.0,6.3,11.0,-3.2,4.4,-0.9,60.5,0,0.0,0,59.4,40.7,234.0,83.3,10.0,125.4,10.9,4,0.02,10.600833333333334,1014.9,48.78203063955302
684,4.9,-6.0,-0.1,4.8,-6.4,-0.7,-8.9,55.7,0,0.0,0,22.3,11.2,260.6,52.4,14.4,177.0,15.2,7,0.05,10.640555555555556,1023.6,32.96330373561002
